,team_name,tournament_name,minute_label,minute_regulation,minute_stoppage,Event
2941,Yugoslavia,1950 FIFA World Cup,81',81,0,4
2942,Mexico,1950 FIFA World Cup,89',89,0,6
2943,Spain,1950 FIFA World Cup,17',17,0,4
2944,Spain,1950 FIFA World Cup,30',30,0,4
2945,United States,1950 FIFA World Cup,38',38,0,4
2946,Sweden,1950 FIFA World Cup,17',17,0,4
2947,Sweden,1950 FIFA World Cup,26',26,0,4
2948,Paraguay,1950 FIFA World Cup,35',35,0,4
2949,Paraguay,1950 FIFA World Cup,74',74,0,4
2950,Brazil,1950 FIFA World Cup,4',4,0,4
2951,Brazil,1950 FIFA World Cup,69',69,0,4
2952,Chile,1950 FIFA World Cup,16',16,0,4
2953,Chile,1950 FIFA World Cup,32',32,0,4
2954,United States,1950 FIFA World Cup,47',47,0,4
2955,United States,1950 FIFA World Cup,48',48,0,6
2956,Chile,1950 FIFA World Cup,54',54,0,4
2957,Chile,1950 FIFA World Cup,60',60,0,4
2958,Chile,1950 FIFA World Cup,82',82,0,4
2959,Spain,1950 FIFA World Cup,48',48,0,4
2960,Italy,1950 FIFA World Cup,12',12,0,4
2961,Italy,1950 FIFA World Cup,62',62,0,4
2962,Uruguay,1950 FIFA World Cup,14',14,0,4
2963,Uruguay,1950 FIFA World Cup,18',18,0,4
2964,Uruguay,1950 FIFA World Cup,23',23,0,4
2965,Uruguay,1950 FIFA World Cup,40',40,0,4
2966,Uruguay,1950 FIFA World Cup,51',51,0,4
2967,Uruguay,1950 FIFA World Cup,54',54,0,4
2968,Uruguay,1950 FIFA World Cup,83',83,0,4
2969,Uruguay,1950 FIFA World Cup,87',87,0,4
2970,Switzerland,1950 FIFA World Cup,10',10,0,4
2971,Switzerland,1950 FIFA World Cup,44',44,0,4
2972,Mexico,1950 FIFA World Cup,89',89,0,4
2973,Brazil,1950 FIFA World Cup,17',17,0,4
2974,Brazil,1950 FIFA World Cup,36',36,0,4
2975,Brazil,1950 FIFA World Cup,39',39,0,4
2976,Brazil,1950 FIFA World Cup,52',52,0,4
2977,Brazil,1950 FIFA World Cup,58',58,0,4
2978,Sweden,1950 FIFA World Cup,67',67,0,6
2979,Brazil,1950 FIFA World Cup,85',85,0,4
2980,Brazil,1950 FIFA World Cup,88',88,0,4
2981,Uruguay,1950 FIFA World Cup,29',29,0,4
2982,Spain,1950 FIFA World Cup,37',37,0,4
2983,Spain,1950 FIFA World Cup,39',39,0,4
2984,Uruguay,1950 FIFA World Cup,73',73,0,4
2985,Brazil,1950 FIFA World Cup,15',15,0,4
2986,Brazil,1950 FIFA World Cup,21',21,0,4
2987,Brazil,1950 FIFA World Cup,31',31,0,4
2988,Brazil,1950 FIFA World Cup,55',55,0,4
2989,Brazil,1950 FIFA World Cup,57',57,0,4
2990,Brazil,1950 FIFA World Cup,67',67,0,4
2991,Spain,1950 FIFA World Cup,71',71,0,4
2992,Sweden,1950 FIFA World Cup,5',5,0,4
2993,Uruguay,1950 FIFA World Cup,39',39,0,4
2994,Sweden,1950 FIFA World Cup,40',40,0,4
2995,Uruguay,1950 FIFA World Cup,77',77,0,4
2996,Uruguay,1950 FIFA World Cup,85',85,0,4
2997,Sweden,1950 FIFA World Cup,15',15,0,4
2998,Sweden,1950 FIFA World Cup,33',33,0,4
2999,Sweden,1950 FIFA World Cup,80',80,0,4
3000,Spain,1950 FIFA World Cup,82',82,0,4
3001,Brazil,1950 FIFA World Cup,47',47,0,4
3002,Uruguay,1950 FIFA World Cup,66',66,0,4
3003,Uruguay,1950 FIFA World Cup,79',79,0,4
3004,Brazil,1954 FIFA World Cup,23',23,0,4
3005,Brazil,1954 FIFA World Cup,30',30,0,4
3006,Brazil,1954 FIFA World Cup,34',34,0,4
3007,Brazil,1954 FIFA World Cup,43',43,0,4
3008,Brazil,1954 FIFA World Cup,69',69,0,4
3009,Yugoslavia,1954 FIFA World Cup,15',15,0,4
3010,Austria,1954 FIFA World Cup,33',33,0,4
3011,Uruguay,1954 FIFA World Cup,71',71,0,4
3012,Uruguay,1954 FIFA World Cup,84',84,0,4
3013,Switzerland,1954 FIFA World Cup,18',18,0,4
3014,Italy,1954 FIFA World Cup,44',44,0,4
3015,Switzerland,1954 FIFA World Cup,78',78,0,4
3016,Hungary,1954 FIFA World Cup,12',12,0,4
3017,Hungary,1954 FIFA World Cup,18',18,0,4
3018,Hungary,1954 FIFA World Cup,24',24,0,4
3019,Hungary,1954 FIFA World Cup,36',36,0,4
3020,Hungary,1954 FIFA World Cup,50',50,0,4
3021,Hungary,1954 FIFA World Cup,59',59,0,4
3022,Hungary,1954 FIFA World Cup,75',75,0,4
3023,Hungary,1954 FIFA World Cup,83',83,0,4
3024,Hungary,1954 FIFA World Cup,89',89,0,4
3025,Turkey,1954 FIFA World Cup,2',2,0,4
3026,West Germany,1954 FIFA World Cup,14',14,0,4
3027,West Germany,1954 FIFA World Cup,52',52,0,4
3028,West Germany,1954 FIFA World Cup,60',60,0,4
3029,West Germany,1954 FIFA World Cup,84',84,0,4
3030,Belgium,1954 FIFA World Cup,5',5,0,4
3031,England,1954 FIFA World Cup,26',26,0,4
3032,England,1954 FIFA World Cup,36',36,0,4
3033,England,1954 FIFA World Cup,63',63,0,4
3034,Belgium,1954 FIFA World Cup,67',67,0,4
3035,Belgium,1954 FIFA World Cup,71',71,0,4
3036,England,1954 FIFA World Cup,91',91,0,4
3037,Belgium,1954 FIFA World Cup,94',94,0,5
3038,Uruguay,1954 FIFA World Cup,17',17,0,4
3039,Uruguay,1954 FIFA World Cup,30',30,0,4
3040,Uruguay,1954 FIFA World Cup,47',47,0,4
3041,Uruguay,1954 FIFA World Cup,54',54,0,4
3042,Uruguay,1954 FIFA World Cup,57',57,0,4
3043,Uruguay,1954 FIFA World Cup,83',83,0,4
3044,Uruguay,1954 FIFA World Cup,85',85,0,4
3045,Yugoslavia,1954 FIFA World Cup,48',48,0,4
3046,Brazil,1954 FIFA World Cup,69',69,0,4
3047,Austria,1954 FIFA World Cup,3',3,0,4
3048,Austria,1954 FIFA World Cup,4',4,0,4
3049,Austria,1954 FIFA World Cup,21',21,0,4
3050,Austria,1954 FIFA World Cup,24',24,0,4
3051,Austria,1954 FIFA World Cup,65',65,0,4
3052,France,1954 FIFA World Cup,19',19,0,4
3053,France,1954 FIFA World Cup,46',46,0,5
3054,Mexico,1954 FIFA World Cup,54',54,0,4
3055,Mexico,1954 FIFA World Cup,85',85,0,4
3056,France,1954 FIFA World Cup,88',88,0,6
3057,Hungary,1954 FIFA World Cup,3',3,0,4
3058,Hungary,1954 FIFA World Cup,17',17,0,4
3059,Hungary,1954 FIFA World Cup,21',21,0,4
3060,West Germany,1954 FIFA World Cup,25',25,0,4
3061,Hungary,1954 FIFA World Cup,52',52,0,4
3062,Hungary,1954 FIFA World Cup,54',54,0,4
3063,Hungary,1954 FIFA World Cup,69',69,0,4
3064,Hungary,1954 FIFA World Cup,75',75,0,4
3065,West Germany,1954 FIFA World Cup,77',77,0,4
3066,Hungary,1954 FIFA World Cup,78',78,0,4
3067,West Germany,1954 FIFA World Cup,84',84,0,4
3068,Turkey,1954 FIFA World Cup,10',10,0,4
3069,Turkey,1954 FIFA World Cup,24',24,0,4
3070,Turkey,1954 FIFA World Cup,30',30,0,4
3071,Turkey,1954 FIFA World Cup,37',37,0,4
3072,Turkey,1954 FIFA World Cup,64',64,0,4
3073,Turkey,1954 FIFA World Cup,70',70,0,4
3074,Turkey,1954 FIFA World Cup,76',76,0,4
3075,Italy,1954 FIFA World Cup,41',41,0,6
3076,Italy,1954 FIFA World Cup,48',48,0,4
3077,Italy,1954 FIFA World Cup,58',58,0,4
3078,Italy,1954 FIFA World Cup,78',78,0,4
3079,Belgium,1954 FIFA World Cup,81',81,0,4
3080,England,1954 FIFA World Cup,43',43,0,4
3081,England,1954 FIFA World Cup,69',69,0,4
3082,West Germany,1954 FIFA World Cup,7',7,0,4
3083,West Germany,1954 FIFA World Cup,12',12,0,4
3084,Turkey,1954 FIFA World Cup,21',21,0,4
3085,West Germany,1954 FIFA World Cup,30',30,0,4
3086,West Germany,1954 FIFA World Cup,60',60,0,4
3087,West Germany,1954 FIFA World Cup,62',62,0,4
3088,West Germany,1954 FIFA World Cup,77',77,0,4
3089,West Germany,1954 FIFA World Cup,79',79,0,4
3090,Turkey,1954 FIFA World Cup,82',82,0,4
3091,Switzerland,1954 FIFA World Cup,14',14,0,4
3092,Switzerland,1954 FIFA World Cup,48',48,0,4
3093,Italy,1954 FIFA World Cup,67',67,0,4
3094,Switzerland,1954 FIFA World Cup,85',85,0,4
3095,Switzerland,1954 FIFA World Cup,90',90,0,4
3096,Switzerland,1954 FIFA World Cup,16',16,0,4
3097,Switzerland,1954 FIFA World Cup,17',17,0,4
3098,Switzerland,1954 FIFA World Cup,19',19,0,4
3099,Austria,1954 FIFA World Cup,25',25,0,4
3100,Austria,1954 FIFA World Cup,26',26,0,4
3101,Austria,1954 FIFA World Cup,27',27,0,4
3102,Austria,1954 FIFA World Cup,32',32,0,4
3103,Austria,1954 FIFA World Cup,34',34,0,4
3104,Switzerland,1954 FIFA World Cup,39',39,0,4
3105,Austria,1954 FIFA World Cup,53',53,0,4
3106,Switzerland,1954 FIFA World Cup,60',60,0,4
3107,Austria,1954 FIFA World Cup,76',76,0,4
3108,Uruguay,1954 FIFA World Cup,5',5,0,4
3109,England,1954 FIFA World Cup,16',16,0,4
3110,Uruguay,1954 FIFA World Cup,39',39,0,4
3111,Uruguay,1954 FIFA World Cup,46',46,0,4
3112,England,1954 FIFA World Cup,67',67,0,4
3113,Uruguay,1954 FIFA World Cup,78',78,0,4
3114,Hungary,1954 FIFA World Cup,4',4,0,4
3115,Hungary,1954 FIFA World Cup,7',7,0,4
3116,Brazil,1954 FIFA World Cup,18',18,0,6
3117,Hungary,1954 FIFA World Cup,60',60,0,6
3118,Brazil,1954 FIFA World Cup,65',65,0,4
3119,Hungary,1954 FIFA World Cup,88',88,0,4
3120,West Germany,1954 FIFA World Cup,9',9,0,5
3121,West Germany,1954 FIFA World Cup,85',85,0,4
3122,Hungary,1954 FIFA World Cup,13',13,0,4
3123,Hungary,1954 FIFA World Cup,46',46,0,4
3124,Uruguay,1954 FIFA World Cup,75',75,0,4
3125,Uruguay,1954 FIFA World Cup,86',86,0,4
3126,Hungary,1954 FIFA World Cup,111',111,0,4
3127,Hungary,1954 FIFA World Cup,116',116,0,4
3128,West Germany,1954 FIFA World Cup,31',31,0,4
3129,West Germany,1954 FIFA World Cup,47',47,0,4
3130,Austria,1954 FIFA World Cup,51',51,0,4
3131,West Germany,1954 FIFA World Cup,54',54,0,6
3132,West Germany,1954 FIFA World Cup,61',61,0,4
3133,West Germany,1954 FIFA World Cup,64',64,0,6
3134,West Germany,1954 FIFA World Cup,89',89,0,4
3135,Austria,1954 FIFA World Cup,16',16,0,6
3136,Uruguay,1954 FIFA World Cup,22',22,0,4
3137,Austria,1954 FIFA World Cup,59',59,0,5
3138,Austria,1954 FIFA World Cup,89',89,0,4
3139,Hungary,1954 FIFA World Cup,6',6,0,4
3140,Hungary,1954 FIFA World Cup,8',8,0,4
3141,West Germany,1954 FIFA World Cup,10',10,0,4
3142,West Germany,1954 FIFA World Cup,18',18,0,4
3143,West Germany,1954 FIFA World Cup,84',84,0,4
3144,Sweden,1958 FIFA World Cup,17',17,0,4
3145,Sweden,1958 FIFA World Cup,57',57,0,6
3146,Sweden,1958 FIFA World Cup,64',64,0,4
3147,Argentina,1958 FIFA World Cup,3',3,0,4
3148,West Germany,1958 FIFA World Cup,32',32,0,4
3149,West Germany,1958 FIFA World Cup,42',42,0,4
3150,West Germany,1958 FIFA World Cup,79',79,0,4
3151,Northern Ireland,1958 FIFA World Cup,21',21,0,4
3152,Paraguay,1958 FIFA World Cup,20',20,0,4
3153,France,1958 FIFA World Cup,24',24,0,4
3154,France,1958 FIFA World Cup,30',30,0,4
3155,Paraguay,1958 FIFA World Cup,44',44,0,6
3156,Paraguay,1958 FIFA World Cup,50',50,0,4
3157,France,1958 FIFA World Cup,52',52,0,4
3158,France,1958 FIFA World Cup,61',61,0,4
3159,France,1958 FIFA World Cup,67',67,0,4
3160,France,1958 FIFA World Cup,70',70,0,4
3161,France,1958 FIFA World Cup,83',83,0,4
3162,Yugoslavia,1958 FIFA World Cup,6',6,0,4
3163,Scotland,1958 FIFA World Cup,49',49,0,4
3164,Hungary,1958 FIFA World Cup,5',5,0,4
3165,Wales,1958 FIFA World Cup,27',27,0,4
3166,Brazil,1958 FIFA World Cup,37',37,0,4
3167,Brazil,1958 FIFA World Cup,50',50,0,4
3168,Brazil,1958 FIFA World Cup,85',85,0,4
3169,Soviet Union,1958 FIFA World Cup,13',13,0,4
3170,Soviet Union,1958 FIFA World Cup,56',56,0,4
3171,England,1958 FIFA World Cup,66',66,0,4
3172,England,1958 FIFA World Cup,85',85,0,6
3173,Northern Ireland,1958 FIFA World Cup,4',4,0,4
3174,Argentina,1958 FIFA World Cup,37',37,0,6
3175,Argentina,1958 FIFA World Cup,56',56,0,4
3176,Argentina,1958 FIFA World Cup,60',60,0,4
3177,Czechoslovakia,1958 FIFA World Cup,24',24,0,6
3178,Czechoslovakia,1958 FIFA World Cup,42',42,0,4
3179,West Germany,1958 FIFA World Cup,60',60,0,4
3180,West Germany,1958 FIFA World Cup,71',71,0,4
3181,Paraguay,1958 FIFA World Cup,4',4,0,4
3182,Scotland,1958 FIFA World Cup,24',24,0,4
3183,Paraguay,1958 FIFA World Cup,45',45,0,4
3184,Paraguay,1958 FIFA World Cup,73',73,0,4
3185,Scotland,1958 FIFA World Cup,74',74,0,4
3186,France,1958 FIFA World Cup,4',4,0,4
3187,Yugoslavia,1958 FIFA World Cup,16',16,0,4
3188,Yugoslavia,1958 FIFA World Cup,63',63,0,4
3189,France,1958 FIFA World Cup,85',85,0,4
3190,Yugoslavia,1958 FIFA World Cup,88',88,0,4
3191,Wales,1958 FIFA World Cup,32',32,0,4
3192,Mexico,1958 FIFA World Cup,89',89,0,4
3193,Soviet Union,1958 FIFA World Cup,15',15,0,4
3194,Soviet Union,1958 FIFA World Cup,62',62,0,4
3195,Sweden,1958 FIFA World Cup,34',34,0,4
3196,Sweden,1958 FIFA World Cup,55',55,0,4
3197,Hungary,1958 FIFA World Cup,77',77,0,4
3198,Czechoslovakia,1958 FIFA World Cup,8',8,0,4
3199,Czechoslovakia,1958 FIFA World Cup,17',17,0,4
3200,Czechoslovakia,1958 FIFA World Cup,40',40,0,4
3201,Argentina,1958 FIFA World Cup,65',65,0,6
3202,Czechoslovakia,1958 FIFA World Cup,69',69,0,4
3203,Czechoslovakia,1958 FIFA World Cup,82',82,0,4
3204,Czechoslovakia,1958 FIFA World Cup,89',89,0,4
3205,Northern Ireland,1958 FIFA World Cup,18',18,0,4
3206,West Germany,1958 FIFA World Cup,20',20,0,4
3207,Northern Ireland,1958 FIFA World Cup,60',60,0,4
3208,West Germany,1958 FIFA World Cup,78',78,0,4
3209,France,1958 FIFA World Cup,22',22,0,4
3210,France,1958 FIFA World Cup,44',44,0,4
3211,Scotland,1958 FIFA World Cup,58',58,0,4
3212,Yugoslavia,1958 FIFA World Cup,18',18,0,4
3213,Paraguay,1958 FIFA World Cup,20',20,0,4
3214,Yugoslavia,1958 FIFA World Cup,21',21,0,4
3215,Paraguay,1958 FIFA World Cup,52',52,0,4
3216,Yugoslavia,1958 FIFA World Cup,73',73,0,4
3217,Paraguay,1958 FIFA World Cup,80',80,0,4
3218,Hungary,1958 FIFA World Cup,19',19,0,4
3219,Hungary,1958 FIFA World Cup,46',46,0,4
3220,Hungary,1958 FIFA World Cup,54',54,0,4
3221,Hungary,1958 FIFA World Cup,69',69,0,4
3222,Brazil,1958 FIFA World Cup,3',3,0,4
3223,Brazil,1958 FIFA World Cup,77',77,0,4
3224,Austria,1958 FIFA World Cup,15',15,0,4
3225,England,1958 FIFA World Cup,56',56,0,4
3226,Austria,1958 FIFA World Cup,71',71,0,4
3227,England,1958 FIFA World Cup,74',74,0,4
3228,Czechoslovakia,1958 FIFA World Cup,18',18,0,4
3229,Northern Ireland,1958 FIFA World Cup,44',44,0,4
3230,Northern Ireland,1958 FIFA World Cup,97',97,0,4
3231,Hungary,1958 FIFA World Cup,33',33,0,4
3232,Wales,1958 FIFA World Cup,55',55,0,4
3233,Wales,1958 FIFA World Cup,76',76,0,4
3234,Soviet Union,1958 FIFA World Cup,69',69,0,4
3235,Brazil,1958 FIFA World Cup,66',66,0,4
3236,France,1958 FIFA World Cup,44',44,0,4
3237,France,1958 FIFA World Cup,55',55,0,4
3238,France,1958 FIFA World Cup,63',63,0,4
3239,France,1958 FIFA World Cup,68',68,0,4
3240,Sweden,1958 FIFA World Cup,49',49,0,4
3241,Sweden,1958 FIFA World Cup,88',88,0,4
3242,West Germany,1958 FIFA World Cup,12',12,0,4
3243,Brazil,1958 FIFA World Cup,2',2,0,4
3244,France,1958 FIFA World Cup,9',9,0,4
3245,Brazil,1958 FIFA World Cup,39',39,0,4
3246,Brazil,1958 FIFA World Cup,52',52,0,4
3247,Brazil,1958 FIFA World Cup,64',64,0,4
3248,Brazil,1958 FIFA World Cup,75',75,0,4
3249,France,1958 FIFA World Cup,83',83,0,4
3250,West Germany,1958 FIFA World Cup,24',24,0,4
3251,Sweden,1958 FIFA World Cup,32',32,0,4
3252,Sweden,1958 FIFA World Cup,81',81,0,4
3253,Sweden,1958 FIFA World Cup,88',88,0,4
3254,France,1958 FIFA World Cup,16',16,0,4
3255,West Germany,1958 FIFA World Cup,18',18,0,4
3256,France,1958 FIFA World Cup,27',27,0,6
3257,France,1958 FIFA World Cup,36',36,0,4
3258,France,1958 FIFA World Cup,50',50,0,4
3259,West Germany,1958 FIFA World Cup,52',52,0,4
3260,France,1958 FIFA World Cup,78',78,0,4
3261,West Germany,1958 FIFA World Cup,84',84,0,4
3262,France,1958 FIFA World Cup,89',89,0,4
3263,Sweden,1958 FIFA World Cup,4',4,0,4
3264,Brazil,1958 FIFA World Cup,9',9,0,4
3265,Brazil,1958 FIFA World Cup,32',32,0,4
3266,Brazil,1958 FIFA World Cup,55',55,0,4
3267,Brazil,1958 FIFA World Cup,68',68,0,4
3268,Sweden,1958 FIFA World Cup,80',80,0,4
3269,Brazil,1958 FIFA World Cup,90',90,0,4
3270,Colombia,1962 FIFA World Cup,19',19,0,6
3271,Uruguay,1962 FIFA World Cup,56',56,0,4
3272,Uruguay,1962 FIFA World Cup,75',75,0,4
3273,Switzerland,1962 FIFA World Cup,6',6,0,4
3274,Chile,1962 FIFA World Cup,44',44,0,4
3275,Chile,1962 FIFA World Cup,51',51,0,4
3276,Chile,1962 FIFA World Cup,55',55,0,4
3277,Brazil,1962 FIFA World Cup,56',56,0,4
3278,Brazil,1962 FIFA World Cup,73',73,0,4
3279,Argentina,1962 FIFA World Cup,4',4,0,4
3280,Soviet Union,1962 FIFA World Cup,51',51,0,4
3281,Soviet Union,1962 FIFA World Cup,83',83,0,4
3282,Czechoslovakia,1962 FIFA World Cup,80',80,0,4
3283,Hungary,1962 FIFA World Cup,17',17,0,4
3284,England,1962 FIFA World Cup,60',60,0,6
3285,Hungary,1962 FIFA World Cup,71',71,0,4
3286,Uruguay,1962 FIFA World Cup,19',19,0,4
3287,Yugoslavia,1962 FIFA World Cup,25',25,0,6
3288,Yugoslavia,1962 FIFA World Cup,29',29,0,4
3289,Yugoslavia,1962 FIFA World Cup,49',49,0,4
3290,Chile,1962 FIFA World Cup,73',73,0,4
3291,Chile,1962 FIFA World Cup,87',87,0,4
3292,England,1962 FIFA World Cup,17',17,0,6
3293,England,1962 FIFA World Cup,42',42,0,4
3294,England,1962 FIFA World Cup,67',67,0,4
3295,Argentina,1962 FIFA World Cup,81',81,0,4
3296,Soviet Union,1962 FIFA World Cup,8',8,0,4
3297,Soviet Union,1962 FIFA World Cup,10',10,0,4
3298,Soviet Union,1962 FIFA World Cup,11',11,0,4
3299,Colombia,1962 FIFA World Cup,21',21,0,4
3300,Soviet Union,1962 FIFA World Cup,56',56,0,4
3301,Colombia,1962 FIFA World Cup,68',68,0,4
3302,Colombia,1962 FIFA World Cup,72',72,0,4
3303,Colombia,1962 FIFA World Cup,86',86,0,4
3304,West Germany,1962 FIFA World Cup,45',45,0,4
3305,West Germany,1962 FIFA World Cup,59',59,0,4
3306,Switzerland,1962 FIFA World Cup,73',73,0,4
3307,Spain,1962 FIFA World Cup,90',90,0,4
3308,Hungary,1962 FIFA World Cup,1',1,0,4
3309,Hungary,1962 FIFA World Cup,6',6,0,4
3310,Hungary,1962 FIFA World Cup,8',8,0,4
3311,Hungary,1962 FIFA World Cup,12',12,0,4
3312,Hungary,1962 FIFA World Cup,53',53,0,4
3313,Bulgaria,1962 FIFA World Cup,64',64,0,4
3314,Hungary,1962 FIFA World Cup,70',70,0,4
3315,Soviet Union,1962 FIFA World Cup,38',38,0,4
3316,Uruguay,1962 FIFA World Cup,54',54,0,4
3317,Soviet Union,1962 FIFA World Cup,89',89,0,4
3318,West Germany,1962 FIFA World Cup,21',21,0,6
3319,West Germany,1962 FIFA World Cup,82',82,0,4
3320,Spain,1962 FIFA World Cup,35',35,0,4
3321,Brazil,1962 FIFA World Cup,72',72,0,4
3322,Brazil,1962 FIFA World Cup,86',86,0,4
3323,Yugoslavia,1962 FIFA World Cup,20',20,0,4
3324,Yugoslavia,1962 FIFA World Cup,25',25,0,4
3325,Yugoslavia,1962 FIFA World Cup,61',61,0,4
3326,Yugoslavia,1962 FIFA World Cup,82',82,0,4
3327,Yugoslavia,1962 FIFA World Cup,87',87,0,4
3328,Italy,1962 FIFA World Cup,2',2,0,4
3329,Italy,1962 FIFA World Cup,65',65,0,4
3330,Italy,1962 FIFA World Cup,67',67,0,4
3331,Czechoslovakia,1962 FIFA World Cup,1',1,0,4
3332,Mexico,1962 FIFA World Cup,12',12,0,4
3333,Mexico,1962 FIFA World Cup,29',29,0,4
3334,Mexico,1962 FIFA World Cup,90',90,0,6
3335,Brazil,1962 FIFA World Cup,31',31,0,4
3336,England,1962 FIFA World Cup,38',38,0,4
3337,Brazil,1962 FIFA World Cup,53',53,0,4
3338,Brazil,1962 FIFA World Cup,59',59,0,4
3339,Chile,1962 FIFA World Cup,11',11,0,4
3340,Soviet Union,1962 FIFA World Cup,26',26,0,4
3341,Chile,1962 FIFA World Cup,29',29,0,4
3342,Czechoslovakia,1962 FIFA World Cup,13',13,0,4
3343,Yugoslavia,1962 FIFA World Cup,85',85,0,4
3344,Brazil,1962 FIFA World Cup,9',9,0,4
3345,Brazil,1962 FIFA World Cup,32',32,0,4
3346,Chile,1962 FIFA World Cup,42',42,0,4
3347,Brazil,1962 FIFA World Cup,47',47,0,4
3348,Chile,1962 FIFA World Cup,61',61,0,6
3349,Brazil,1962 FIFA World Cup,78',78,0,4
3350,Czechoslovakia,1962 FIFA World Cup,48',48,0,4
3351,Yugoslavia,1962 FIFA World Cup,69',69,0,4
3352,Czechoslovakia,1962 FIFA World Cup,80',80,0,4
3353,Czechoslovakia,1962 FIFA World Cup,84',84,0,6
3354,Chile,1962 FIFA World Cup,90',90,0,4
3355,Czechoslovakia,1962 FIFA World Cup,15',15,0,4
3356,Brazil,1962 FIFA World Cup,17',17,0,4
3357,Brazil,1962 FIFA World Cup,69',69,0,4
3358,Brazil,1962 FIFA World Cup,78',78,0,4
3359,West Germany,1966 FIFA World Cup,16',16,0,4
3360,West Germany,1966 FIFA World Cup,21',21,0,4
3361,West Germany,1966 FIFA World Cup,40',40,0,4
3362,West Germany,1966 FIFA World Cup,52',52,0,4
3363,West Germany,1966 FIFA World Cup,77',77,0,6
3364,Brazil,1966 FIFA World Cup,15',15,0,4
3365,Brazil,1966 FIFA World Cup,63',63,0,4
3366,Soviet Union,1966 FIFA World Cup,31',31,0,4
3367,Soviet Union,1966 FIFA World Cup,33',33,0,4
3368,Soviet Union,1966 FIFA World Cup,88',88,0,4
3369,Mexico,1966 FIFA World Cup,48',48,0,4
3370,France,1966 FIFA World Cup,62',62,0,4
3371,Argentina,1966 FIFA World Cup,65',65,0,4
3372,Spain,1966 FIFA World Cup,71',71,0,4
3373,Argentina,1966 FIFA World Cup,77',77,0,4
3374,Portugal,1966 FIFA World Cup,2',2,0,4
3375,Hungary,1966 FIFA World Cup,60',60,0,4
3376,Portugal,1966 FIFA World Cup,67',67,0,4
3377,Portugal,1966 FIFA World Cup,90',90,0,4
3378,Italy,1966 FIFA World Cup,8',8,0,4
3379,Italy,1966 FIFA World Cup,88',88,0,4
3380,France,1966 FIFA World Cup,15',15,0,6
3381,Uruguay,1966 FIFA World Cup,26',26,0,4
3382,Uruguay,1966 FIFA World Cup,31',31,0,4
3383,Switzerland,1966 FIFA World Cup,31',31,0,4
3384,Spain,1966 FIFA World Cup,57',57,0,4
3385,Spain,1966 FIFA World Cup,75',75,0,4
3386,Hungary,1966 FIFA World Cup,2',2,0,4
3387,Brazil,1966 FIFA World Cup,14',14,0,4
3388,Hungary,1966 FIFA World Cup,64',64,0,4
3389,Hungary,1966 FIFA World Cup,73',73,0,6
3390,Chile,1966 FIFA World Cup,26',26,0,6
3391,North Korea,1966 FIFA World Cup,88',88,0,4
3392,Portugal,1966 FIFA World Cup,7',7,0,5
3393,Portugal,1966 FIFA World Cup,38',38,0,4
3394,Portugal,1966 FIFA World Cup,81',81,0,4
3395,Soviet Union,1966 FIFA World Cup,57',57,0,4
3396,England,1966 FIFA World Cup,37',37,0,4
3397,England,1966 FIFA World Cup,75',75,0,4
3398,Argentina,1966 FIFA World Cup,52',52,0,4
3399,Argentina,1966 FIFA World Cup,79',79,0,4
3400,Portugal,1966 FIFA World Cup,15',15,0,4
3401,Portugal,1966 FIFA World Cup,27',27,0,4
3402,Brazil,1966 FIFA World Cup,73',73,0,4
3403,Portugal,1966 FIFA World Cup,85',85,0,4
3404,North Korea,1966 FIFA World Cup,42',42,0,4
3405,England,1966 FIFA World Cup,38',38,0,4
3406,England,1966 FIFA World Cup,75',75,0,4
3407,Spain,1966 FIFA World Cup,23',23,0,4
3408,West Germany,1966 FIFA World Cup,39',39,0,4
3409,West Germany,1966 FIFA World Cup,84',84,0,4
3410,Bulgaria,1966 FIFA World Cup,15',15,0,4
3411,Hungary,1966 FIFA World Cup,43',43,0,5
3412,Hungary,1966 FIFA World Cup,45',45,0,4
3413,Hungary,1966 FIFA World Cup,54',54,0,4
3414,Soviet Union,1966 FIFA World Cup,28',28,0,4
3415,Chile,1966 FIFA World Cup,32',32,0,4
3416,Soviet Union,1966 FIFA World Cup,85',85,0,4
3417,England,1966 FIFA World Cup,78',78,0,4
3418,North Korea,1966 FIFA World Cup,1',1,0,4
3419,North Korea,1966 FIFA World Cup,22',22,0,4
3420,North Korea,1966 FIFA World Cup,25',25,0,4
3421,Portugal,1966 FIFA World Cup,27',27,0,4
3422,Portugal,1966 FIFA World Cup,43',43,0,6
3423,Portugal,1966 FIFA World Cup,56',56,0,4
3424,Portugal,1966 FIFA World Cup,59',59,0,6
3425,Portugal,1966 FIFA World Cup,80',80,0,4
3426,Soviet Union,1966 FIFA World Cup,5',5,0,4
3427,Soviet Union,1966 FIFA World Cup,46',46,0,4
3428,Hungary,1966 FIFA World Cup,57',57,0,4
3429,West Germany,1966 FIFA World Cup,11',11,0,4
3430,West Germany,1966 FIFA World Cup,70',70,0,4
3431,West Germany,1966 FIFA World Cup,75',75,0,4
3432,West Germany,1966 FIFA World Cup,83',83,0,4
3433,West Germany,1966 FIFA World Cup,43',43,0,4
3434,West Germany,1966 FIFA World Cup,67',67,0,4
3435,Soviet Union,1966 FIFA World Cup,88',88,0,4
3436,England,1966 FIFA World Cup,30',30,0,4
3437,England,1966 FIFA World Cup,80',80,0,4
