,team_name,tournament_name,minute_label,minute_regulation,minute_stoppage,Event
129,Argentina,1974 FIFA World Cup,68',68,0,2
130,Netherlands,1974 FIFA World Cup,29',29,0,2
131,Brazil,1974 FIFA World Cup,29',29,0,2
132,Brazil,1974 FIFA World Cup,37',37,0,2
133,Brazil,1974 FIFA World Cup,44',44,0,2
134,Netherlands,1974 FIFA World Cup,69',69,0,2
135,Brazil,1974 FIFA World Cup,84',84,0,3
136,Yugoslavia,1974 FIFA World Cup,26',26,0,2
137,Yugoslavia,1974 FIFA World Cup,86',86,0,2
138,Poland,1974 FIFA World Cup,71',71,0,2
139,Brazil,1974 FIFA World Cup,76',76,0,2
140,West Germany,1974 FIFA World Cup,4',4,0,2
141,Netherlands,1974 FIFA World Cup,23',23,0,2
142,Netherlands,1974 FIFA World Cup,40',40,0,2
143,Netherlands,1974 FIFA World Cup,45',45,0,2
144,Italy,1978 FIFA World Cup,35',35,0,2
145,France,1978 FIFA World Cup,60',60,0,2
146,France,1978 FIFA World Cup,81',81,0,2
147,Hungary,1978 FIFA World Cup,21',21,0,2
148,Hungary,1978 FIFA World Cup,48',48,0,2
149,Argentina,1978 FIFA World Cup,77',77,0,2
150,Hungary,1978 FIFA World Cup,88',88,0,3
151,Hungary,1978 FIFA World Cup,89',89,0,3
152,Sweden,1978 FIFA World Cup,74',74,0,2
153,Brazil,1978 FIFA World Cup,87',87,0,2
154,Peru,1978 FIFA World Cup,19',19,0,2
155,Hungary,1978 FIFA World Cup,26',26,0,2
156,Hungary,1978 FIFA World Cup,64',64,0,2
157,West Germany,1978 FIFA World Cup,43',43,0,2
158,Mexico,1978 FIFA World Cup,44',44,0,2
159,France,1978 FIFA World Cup,88',88,0,2
160,Spain,1978 FIFA World Cup,60',60,0,2
161,Netherlands,1978 FIFA World Cup,25',25,0,2
162,Tunisia,1978 FIFA World Cup,68',68,0,2
163,West Germany,1978 FIFA World Cup,87',87,0,2
164,Italy,1978 FIFA World Cup,60',60,0,2
165,Sweden,1978 FIFA World Cup,39',39,0,2
166,Scotland,1978 FIFA World Cup,35',35,0,2
167,Poland,1978 FIFA World Cup,75',75,0,2
168,Argentina,1978 FIFA World Cup,80',80,0,2
169,Peru,1978 FIFA World Cup,7',7,0,2
170,Poland,1978 FIFA World Cup,59',59,0,2
171,Poland,1978 FIFA World Cup,75',75,0,2
172,Peru,1978 FIFA World Cup,89',89,0,2
173,Netherlands,1978 FIFA World Cup,6',6,0,2
174,West Germany,1978 FIFA World Cup,84',84,0,2
175,Netherlands,1978 FIFA World Cup,87',87,0,2
176,Netherlands,1978 FIFA World Cup,88',88,0,3
177,Austria,1978 FIFA World Cup,69',69,0,2
178,West Germany,1978 FIFA World Cup,69',69,0,2
179,Austria,1978 FIFA World Cup,85',85,0,2
180,Netherlands,1978 FIFA World Cup,35',35,0,2
181,Italy,1978 FIFA World Cup,40',40,0,2
182,Netherlands,1978 FIFA World Cup,50',50,0,2
183,Italy,1978 FIFA World Cup,65',65,0,2
184,Italy,1978 FIFA World Cup,70',70,0,2
185,Brazil,1978 FIFA World Cup,35',35,0,2
186,Brazil,1978 FIFA World Cup,44',44,0,2
187,Italy,1978 FIFA World Cup,72',72,0,2
188,Netherlands,1978 FIFA World Cup,15',15,0,2
189,Argentina,1978 FIFA World Cup,40',40,0,2
190,Argentina,1978 FIFA World Cup,93',93,0,2
191,Netherlands,1978 FIFA World Cup,94',94,0,2
192,Netherlands,1978 FIFA World Cup,96',96,0,2
193,Belgium,1982 FIFA World Cup,50',50,0,2
194,Argentina,1982 FIFA World Cup,55',55,0,2
195,Italy,1982 FIFA World Cup,2',2,0,2
196,Poland,1982 FIFA World Cup,12',12,0,2
197,Italy,1982 FIFA World Cup,47',47,0,2
198,Cameroon,1982 FIFA World Cup,80',80,0,2
199,Hungary,1982 FIFA World Cup,32',32,0,2
200,Hungary,1982 FIFA World Cup,74',74,0,2
201,West Germany,1982 FIFA World Cup,57',57,0,2
202,Algeria,1982 FIFA World Cup,83',83,0,2
203,England,1982 FIFA World Cup,34',34,0,2
204,Austria,1982 FIFA World Cup,12',12,0,2
205,Chile,1982 FIFA World Cup,29',29,0,2
206,Austria,1982 FIFA World Cup,66',66,0,2
207,Northern Ireland,1982 FIFA World Cup,62',62,0,2
208,Italy,1982 FIFA World Cup,52',52,0,2
209,Peru,1982 FIFA World Cup,76',76,0,2
210,Poland,1982 FIFA World Cup,34',34,0,2
211,Cameroon,1982 FIFA World Cup,40',40,0,2
212,Cameroon,1982 FIFA World Cup,80',80,0,2
213,El Salvador,1982 FIFA World Cup,17',17,0,2
214,El Salvador,1982 FIFA World Cup,74',74,0,2
215,Chile,1982 FIFA World Cup,11',11,0,2
216,Chile,1982 FIFA World Cup,29',29,0,2
217,Czechoslovakia,1982 FIFA World Cup,40',40,0,2
218,Yugoslavia,1982 FIFA World Cup,35',35,0,2
219,Yugoslavia,1982 FIFA World Cup,78',78,0,2
220,Spain,1982 FIFA World Cup,80',80,0,2
221,Spain,1982 FIFA World Cup,87',87,0,2
222,Algeria,1982 FIFA World Cup,67',67,0,2
223,Kuwait,1982 FIFA World Cup,30',30,0,2
224,France,1982 FIFA World Cup,68',68,0,2
225,Kuwait,1982 FIFA World Cup,85',85,0,2
226,Peru,1982 FIFA World Cup,31',31,0,2
227,Belgium,1982 FIFA World Cup,65',65,0,2
228,Belgium,1982 FIFA World Cup,79',79,0,2
229,Scotland,1982 FIFA World Cup,5',5,0,2
230,Italy,1982 FIFA World Cup,36',36,0,2
231,Cameroon,1982 FIFA World Cup,36',36,0,2
232,El Salvador,1982 FIFA World Cup,20',20,0,2
233,El Salvador,1982 FIFA World Cup,26',26,0,2
234,Argentina,1982 FIFA World Cup,31',31,0,2
235,Argentina,1982 FIFA World Cup,44',44,0,2
236,El Salvador,1982 FIFA World Cup,45',45,0,2
237,Chile,1982 FIFA World Cup,88',88,0,2
238,France,1982 FIFA World Cup,47',47,0,2
239,Czechoslovakia,1982 FIFA World Cup,75',75,0,2
240,Czechoslovakia,1982 FIFA World Cup,87',87,0,3
241,Yugoslavia,1982 FIFA World Cup,81',81,0,2
242,Honduras,1982 FIFA World Cup,85',85,0,2
243,Honduras,1982 FIFA World Cup,89',89,0,3
244,Austria,1982 FIFA World Cup,32',32,0,2
245,Austria,1982 FIFA World Cup,74',74,0,2
246,England,1982 FIFA World Cup,43',43,0,2
247,Kuwait,1982 FIFA World Cup,44',44,0,2
248,Spain,1982 FIFA World Cup,20',20,0,2
249,Northern Ireland,1982 FIFA World Cup,41',41,0,2
250,Northern Ireland,1982 FIFA World Cup,42',42,0,2
251,Northern Ireland,1982 FIFA World Cup,60',60,0,3
252,Austria,1982 FIFA World Cup,60',60,0,2
253,Poland,1982 FIFA World Cup,48',48,0,2
254,Italy,1982 FIFA World Cup,15',15,0,2
255,Argentina,1982 FIFA World Cup,32',32,0,2
256,Argentina,1982 FIFA World Cup,35',35,0,2
257,Argentina,1982 FIFA World Cup,39',39,0,2
258,Italy,1982 FIFA World Cup,43',43,0,2
259,Argentina,1982 FIFA World Cup,84',84,0,3
260,West Germany,1982 FIFA World Cup,68',68,0,2
261,Austria,1982 FIFA World Cup,86',86,0,2
262,Soviet Union,1982 FIFA World Cup,77',77,0,2
263,Argentina,1982 FIFA World Cup,33',33,0,2
264,Brazil,1982 FIFA World Cup,77',77,0,2
265,Argentina,1982 FIFA World Cup,85',85,0,3
266,Brazil,1982 FIFA World Cup,85',85,0,2
267,Spain,1982 FIFA World Cup,9',9,0,2
268,West Germany,1982 FIFA World Cup,10',10,0,2
269,Spain,1982 FIFA World Cup,83',83,0,2
270,West Germany,1982 FIFA World Cup,84',84,0,2
271,Spain,1982 FIFA World Cup,84',84,0,2
272,France,1982 FIFA World Cup,57',57,0,2
273,Northern Ireland,1982 FIFA World Cup,59',59,0,2
274,Soviet Union,1982 FIFA World Cup,38',38,0,2
275,Poland,1982 FIFA World Cup,65',65,0,2
276,Soviet Union,1982 FIFA World Cup,87',87,0,2
277,Poland,1982 FIFA World Cup,88',88,0,2
278,Soviet Union,1982 FIFA World Cup,90',90,0,2
279,Italy,1982 FIFA World Cup,13',13,0,2
280,Italy,1982 FIFA World Cup,78',78,0,2
281,England,1982 FIFA World Cup,15',15,0,2
282,Poland,1982 FIFA World Cup,43',43,0,2
283,Poland,1982 FIFA World Cup,51',51,0,2
284,Poland,1982 FIFA World Cup,57',57,0,2
285,Italy,1982 FIFA World Cup,57',57,0,2
286,France,1982 FIFA World Cup,35',35,0,2
287,France,1982 FIFA World Cup,40',40,0,2
288,West Germany,1982 FIFA World Cup,46',46,0,2
289,Poland,1982 FIFA World Cup,62',62,0,2
290,Poland,1982 FIFA World Cup,71',71,0,2
291,France,1982 FIFA World Cup,79',79,0,2
292,Italy,1982 FIFA World Cup,31',31,0,2
293,West Germany,1982 FIFA World Cup,61',61,0,2
294,Italy,1982 FIFA World Cup,73',73,0,2
295,West Germany,1982 FIFA World Cup,73',73,0,2
296,West Germany,1982 FIFA World Cup,88',88,0,2
297,Italy,1986 FIFA World Cup,48',48,0,2
298,Bulgaria,1986 FIFA World Cup,51',51,0,2
299,Italy,1986 FIFA World Cup,64',64,0,2
300,Spain,1986 FIFA World Cup,4',4,0,2
301,Brazil,1986 FIFA World Cup,82',82,0,2
302,South Korea,1986 FIFA World Cup,44',44,0,2
303,South Korea,1986 FIFA World Cup,50',50,0,2
304,Morocco,1986 FIFA World Cup,33',33,0,2
305,Mexico,1986 FIFA World Cup,23',23,0,2
306,Belgium,1986 FIFA World Cup,56',56,0,2
307,Mexico,1986 FIFA World Cup,83',83,0,2
308,Algeria,1986 FIFA World Cup,36',36,0,2
309,Northern Ireland,1986 FIFA World Cup,58',58,0,2
310,Northern Ireland,1986 FIFA World Cup,78',78,0,2
311,Northern Ireland,1986 FIFA World Cup,79',79,0,2
312,England,1986 FIFA World Cup,17',17,0,2
313,England,1986 FIFA World Cup,78',78,0,2
314,Portugal,1986 FIFA World Cup,88',88,0,2
315,Iraq,1986 FIFA World Cup,29',29,0,2
316,Paraguay,1986 FIFA World Cup,45',45,0,2
317,Uruguay,1986 FIFA World Cup,28',28,0,2
318,Uruguay,1986 FIFA World Cup,62',62,0,2
319,Denmark,1986 FIFA World Cup,84',84,0,2
320,Italy,1986 FIFA World Cup,54',54,0,2
321,Argentina,1986 FIFA World Cup,58',58,0,2
322,Argentina,1986 FIFA World Cup,65',65,0,2
323,Soviet Union,1986 FIFA World Cup,30',30,0,2
324,Soviet Union,1986 FIFA World Cup,33',33,0,2
325,France,1986 FIFA World Cup,40',40,0,2
326,France,1986 FIFA World Cup,43',43,0,2
327,South Korea,1986 FIFA World Cup,31',31,0,2
328,Bulgaria,1986 FIFA World Cup,49',49,0,2
329,South Korea,1986 FIFA World Cup,60',60,0,2
330,Canada,1986 FIFA World Cup,52',52,0,2
331,Canada,1986 FIFA World Cup,83',83,0,2
332,Canada,1986 FIFA World Cup,85',85,0,1
333,England,1986 FIFA World Cup,40',40,0,2
334,England,1986 FIFA World Cup,42',42,0,3
335,Morocco,1986 FIFA World Cup,50',50,0,2
336,England,1986 FIFA World Cup,69',69,0,2
337,Morocco,1986 FIFA World Cup,76',76,0,2
338,Paraguay,1986 FIFA World Cup,5',5,0,2
339,Mexico,1986 FIFA World Cup,26',26,0,2
340,Paraguay,1986 FIFA World Cup,30',30,0,2
341,Mexico,1986 FIFA World Cup,75',75,0,2
342,Mexico,1986 FIFA World Cup,80',80,0,2
343,Spain,1986 FIFA World Cup,50',50,0,2
344,Northern Ireland,1986 FIFA World Cup,85',85,0,2
345,Poland,1986 FIFA World Cup,46',46,0,2
346,Poland,1986 FIFA World Cup,89',89,0,2
347,Belgium,1986 FIFA World Cup,16',16,0,2
348,Iraq,1986 FIFA World Cup,20',20,0,2
349,Iraq,1986 FIFA World Cup,29',29,0,2
350,Iraq,1986 FIFA World Cup,42',42,0,2
351,Iraq,1986 FIFA World Cup,48',48,0,2
352,Iraq,1986 FIFA World Cup,52',52,0,3
353,Iraq,1986 FIFA World Cup,52',52,0,1
354,Iraq,1986 FIFA World Cup,65',65,0,2
355,Scotland,1986 FIFA World Cup,30',30,0,2
356,Scotland,1986 FIFA World Cup,44',44,0,2
357,Scotland,1986 FIFA World Cup,74',74,0,2
358,Denmark,1986 FIFA World Cup,7',7,0,2
359,Uruguay,1986 FIFA World Cup,13',13,0,2
360,Uruguay,1986 FIFA World Cup,19',19,0,1
361,Uruguay,1986 FIFA World Cup,35',35,0,2
362,France,1986 FIFA World Cup,41',41,0,2
363,France,1986 FIFA World Cup,69',69,0,2
364,Argentina,1986 FIFA World Cup,25',25,0,2
365,South Korea,1986 FIFA World Cup,17',17,0,2
366,Italy,1986 FIFA World Cup,31',31,0,2
367,South Korea,1986 FIFA World Cup,35',35,0,2
368,Italy,1986 FIFA World Cup,65',65,0,2
369,Italy,1986 FIFA World Cup,70',70,0,2
370,South Korea,1986 FIFA World Cup,71',71,0,2
371,Iraq,1986 FIFA World Cup,30',30,0,2
372,Iraq,1986 FIFA World Cup,73',73,0,2
373,Paraguay,1986 FIFA World Cup,55',55,0,2
374,Belgium,1986 FIFA World Cup,55',55,0,2
375,England,1986 FIFA World Cup,52',52,0,2
376,Portugal,1986 FIFA World Cup,64',64,0,2
377,Algeria,1986 FIFA World Cup,33',33,0,2
378,Spain,1986 FIFA World Cup,89',89,0,2
379,Northern Ireland,1986 FIFA World Cup,12',12,0,2
380,Denmark,1986 FIFA World Cup,36',36,0,2
381,West Germany,1986 FIFA World Cup,48',48,0,2
382,West Germany,1986 FIFA World Cup,51',51,0,2
383,Denmark,1986 FIFA World Cup,88',88,0,1
384,Uruguay,1986 FIFA World Cup,1',1,0,3
385,Uruguay,1986 FIFA World Cup,32',32,0,2
386,Scotland,1986 FIFA World Cup,48',48,0,2
387,Scotland,1986 FIFA World Cup,62',62,0,2
388,Uruguay,1986 FIFA World Cup,72',72,0,2
389,Uruguay,1986 FIFA World Cup,87',87,0,2
390,Bulgaria,1986 FIFA World Cup,58',58,0,2
391,Belgium,1986 FIFA World Cup,65',65,0,2
392,Poland,1986 FIFA World Cup,13',13,0,2
393,Poland,1986 FIFA World Cup,30',30,0,2
394,Poland,1986 FIFA World Cup,32',32,0,2
395,Brazil,1986 FIFA World Cup,36',36,0,2
396,Brazil,1986 FIFA World Cup,83',83,0,2
397,Argentina,1986 FIFA World Cup,30',30,0,2
398,Uruguay,1986 FIFA World Cup,35',35,0,2
399,Argentina,1986 FIFA World Cup,49',49,0,2
400,Uruguay,1986 FIFA World Cup,58',58,0,2
401,Uruguay,1986 FIFA World Cup,68',68,0,2
402,Argentina,1986 FIFA World Cup,83',83,0,2
403,Uruguay,1986 FIFA World Cup,85',85,0,2
404,Italy,1986 FIFA World Cup,16',16,0,2
405,France,1986 FIFA World Cup,40',40,0,2
406,Italy,1986 FIFA World Cup,67',67,0,2
407,Morocco,1986 FIFA World Cup,29',29,0,2
408,Morocco,1986 FIFA World Cup,65',65,0,2
409,England,1986 FIFA World Cup,37',37,0,2
410,Paraguay,1986 FIFA World Cup,60',60,0,2
411,England,1986 FIFA World Cup,67',67,0,2
412,Denmark,1986 FIFA World Cup,26',26,0,2
413,Spain,1986 FIFA World Cup,27',27,0,2
414,Spain,1986 FIFA World Cup,32',32,0,2
415,Spain,1986 FIFA World Cup,60',60,0,2
416,Mexico,1986 FIFA World Cup,20',20,0,2
417,West Germany,1986 FIFA World Cup,27',27,0,2
418,Mexico,1986 FIFA World Cup,27',27,0,2
419,West Germany,1986 FIFA World Cup,56',56,0,2
420,West Germany,1986 FIFA World Cup,65',65,0,3
421,Mexico,1986 FIFA World Cup,75',75,0,2
422,Mexico,1986 FIFA World Cup,83',83,0,2
423,West Germany,1986 FIFA World Cup,86',86,0,2
424,Mexico,1986 FIFA World Cup,94',94,0,2
425,Mexico,1986 FIFA World Cup,100',100,0,1
426,England,1986 FIFA World Cup,9',9,0,2
427,Argentina,1986 FIFA World Cup,60',60,0,2
428,Belgium,1986 FIFA World Cup,24',24,0,2
429,Spain,1986 FIFA World Cup,39',39,0,2
430,Spain,1986 FIFA World Cup,44',44,0,2
431,Belgium,1986 FIFA World Cup,115',115,0,2
432,West Germany,1986 FIFA World Cup,59',59,0,2
433,France,1986 FIFA World Cup,89',89,0,2
434,Belgium,1986 FIFA World Cup,27',27,0,2
435,Argentina,1986 FIFA World Cup,33',33,0,2
436,Belgium,1986 FIFA World Cup,63',63,0,2
437,Argentina,1986 FIFA World Cup,17',17,0,2
438,West Germany,1986 FIFA World Cup,21',21,0,2
439,West Germany,1986 FIFA World Cup,62',62,0,2
440,Argentina,1986 FIFA World Cup,77',77,0,2
441,Argentina,1986 FIFA World Cup,81',81,0,2
442,Argentina,1986 FIFA World Cup,85',85,0,2
443,Cameroon,1990 FIFA World Cup,9',9,0,2
444,Cameroon,1990 FIFA World Cup,23',23,0,2
445,Argentina,1990 FIFA World Cup,27',27,0,2
446,Cameroon,1990 FIFA World Cup,54',54,0,2
447,Cameroon,1990 FIFA World Cup,61',61,0,3
448,Cameroon,1990 FIFA World Cup,88',88,0,3
449,Soviet Union,1990 FIFA World Cup,11',11,0,2
450,Romania,1990 FIFA World Cup,44',44,0,2
451,United Arab Emirates,1990 FIFA World Cup,5',5,0,2
452,United Arab Emirates,1990 FIFA World Cup,55',55,0,2
453,United Arab Emirates,1990 FIFA World Cup,70',70,0,2
454,Austria,1990 FIFA World Cup,6',6,0,2
455,Czechoslovakia,1990 FIFA World Cup,30',30,0,2
456,United States,1990 FIFA World Cup,39',39,0,2
457,United States,1990 FIFA World Cup,43',43,0,2
458,United States,1990 FIFA World Cup,52',52,0,3
459,Czechoslovakia,1990 FIFA World Cup,61',61,0,2
460,Brazil,1990 FIFA World Cup,38',38,0,2
461,Brazil,1990 FIFA World Cup,60',60,0,2
462,Sweden,1990 FIFA World Cup,83',83,0,2
463,Brazil,1990 FIFA World Cup,88',88,0,2
464,West Germany,1990 FIFA World Cup,5',5,0,2
465,England,1990 FIFA World Cup,75',75,0,2
466,South Korea,1990 FIFA World Cup,39',39,0,2
467,Egypt,1990 FIFA World Cup,55',55,0,2
468,Netherlands,1990 FIFA World Cup,58',58,0,2
469,Uruguay,1990 FIFA World Cup,10',10,0,2
470,Spain,1990 FIFA World Cup,23',23,0,2
471,Spain,1990 FIFA World Cup,70',70,0,2
472,Uruguay,1990 FIFA World Cup,80',80,0,2
473,Soviet Union,1990 FIFA World Cup,48',48,0,3
474,Soviet Union,1990 FIFA World Cup,51',51,0,2
475,Argentina,1990 FIFA World Cup,55',55,0,2
476,Argentina,1990 FIFA World Cup,57',57,0,2
477,Argentina,1990 FIFA World Cup,70',70,0,2
478,Argentina,1990 FIFA World Cup,77',77,0,2
479,Cameroon,1990 FIFA World Cup,20',20,0,2
480,Romania,1990 FIFA World Cup,44',44,0,2
481,Cameroon,1990 FIFA World Cup,68',68,0,2
482,Yugoslavia,1990 FIFA World Cup,86',86,0,2
483,United States,1990 FIFA World Cup,62',62,0,2
484,Italy,1990 FIFA World Cup,69',69,0,2
485,Austria,1990 FIFA World Cup,22',22,0,2
486,Czechoslovakia,1990 FIFA World Cup,52',52,0,2
487,Czechoslovakia,1990 FIFA World Cup,62',62,0,2
488,Austria,1990 FIFA World Cup,71',71,0,2
489,Austria,1990 FIFA World Cup,85',85,0,2
490,United Arab Emirates,1990 FIFA World Cup,26',26,0,2
491,United Arab Emirates,1990 FIFA World Cup,30',30,0,2
492,West Germany,1990 FIFA World Cup,31',31,0,2
493,Costa Rica,1990 FIFA World Cup,16',16,0,2
494,Costa Rica,1990 FIFA World Cup,59',59,0,2
495,Brazil,1990 FIFA World Cup,88',88,0,2
496,Brazil,1990 FIFA World Cup,90',90,0,2
497,Sweden,1990 FIFA World Cup,59',59,0,2
498,Scotland,1990 FIFA World Cup,65',65,0,2
499,Republic of Ireland,1990 FIFA World Cup,51',51,0,2
500,Egypt,1990 FIFA World Cup,72',72,0,2
501,Belgium,1990 FIFA World Cup,35',35,0,2
502,Uruguay,1990 FIFA World Cup,40',40,0,2
503,Belgium,1990 FIFA World Cup,41',41,0,1
504,South Korea,1990 FIFA World Cup,29',29,0,2
505,South Korea,1990 FIFA World Cup,52',52,0,2
506,South Korea,1990 FIFA World Cup,69',69,0,2
507,Romania,1990 FIFA World Cup,4',4,0,2
508,Romania,1990 FIFA World Cup,8',8,0,2
509,Romania,1990 FIFA World Cup,32',32,0,2
510,Argentina,1990 FIFA World Cup,72',72,0,2
511,Argentina,1990 FIFA World Cup,86',86,0,2
512,Cameroon,1990 FIFA World Cup,61',61,0,2
513,Cameroon,1990 FIFA World Cup,66',66,0,2
514,Soviet Union,1990 FIFA World Cup,75',75,0,2
515,Colombia,1990 FIFA World Cup,15',15,0,2
516,Colombia,1990 FIFA World Cup,30',30,0,2
517,Colombia,1990 FIFA World Cup,38',38,0,2
518,West Germany,1990 FIFA World Cup,63',63,0,2
519,Yugoslavia,1990 FIFA World Cup,20',20,0,2
520,United Arab Emirates,1990 FIFA World Cup,36',36,0,2
521,Yugoslavia,1990 FIFA World Cup,71',71,0,2
522,Yugoslavia,1990 FIFA World Cup,76',76,0,2
523,United Arab Emirates,1990 FIFA World Cup,76',76,0,1
524,Austria,1990 FIFA World Cup,21',21,0,2
525,United States,1990 FIFA World Cup,26',26,0,2
526,United States,1990 FIFA World Cup,28',28,0,2
527,Austria,1990 FIFA World Cup,31',31,0,2
528,Austria,1990 FIFA World Cup,33',33,0,3
529,United States,1990 FIFA World Cup,42',42,0,2
530,Austria,1990 FIFA World Cup,50',50,0,2
531,United States,1990 FIFA World Cup,58',58,0,2
532,Austria,1990 FIFA World Cup,84',84,0,2
533,Austria,1990 FIFA World Cup,90',90,0,2
534,Czechoslovakia,1990 FIFA World Cup,26',26,0,2
535,Czechoslovakia,1990 FIFA World Cup,30',30,0,2
536,Italy,1990 FIFA World Cup,44',44,0,2
537,Italy,1990 FIFA World Cup,70',70,0,2
538,Scotland,1990 FIFA World Cup,5',5,0,2
539,Scotland,1990 FIFA World Cup,8',8,0,2
540,Sweden,1990 FIFA World Cup,20',20,0,2
541,Costa Rica,1990 FIFA World Cup,28',28,0,2
542,Costa Rica,1990 FIFA World Cup,53',53,0,2
543,Sweden,1990 FIFA World Cup,74',74,0,2
544,South Korea,1990 FIFA World Cup,22',22,0,2
545,Uruguay,1990 FIFA World Cup,23',23,0,2
546,Uruguay,1990 FIFA World Cup,44',44,0,2
547,South Korea,1990 FIFA World Cup,49',49,0,2
548,South Korea,1990 FIFA World Cup,62',62,0,2
549,South Korea,1990 FIFA World Cup,70',70,0,1
550,Egypt,1990 FIFA World Cup,38',38,0,2
551,Egypt,1990 FIFA World Cup,47',47,0,2
552,England,1990 FIFA World Cup,85',85,0,2
553,Netherlands,1990 FIFA World Cup,43',43,0,2
554,Cameroon,1990 FIFA World Cup,44',44,0,2
555,Cameroon,1990 FIFA World Cup,47',47,0,2
556,Cameroon,1990 FIFA World Cup,68',68,0,2
557,Colombia,1990 FIFA World Cup,72',72,0,2
558,Colombia,1990 FIFA World Cup,74',74,0,2
559,Cameroon,1990 FIFA World Cup,117',117,0,2
560,Costa Rica,1990 FIFA World Cup,6',6,0,2
561,Czechoslovakia,1990 FIFA World Cup,53',53,0,2
562,Czechoslovakia,1990 FIFA World Cup,56',56,0,2
563,Czechoslovakia,1990 FIFA World Cup,68',68,0,2
564,Costa Rica,1990 FIFA World Cup,75',75,0,2
565,Argentina,1990 FIFA World Cup,27',27,0,2
566,Argentina,1990 FIFA World Cup,28',28,0,2
567,Brazil,1990 FIFA World Cup,40',40,0,2
568,Brazil,1990 FIFA World Cup,50',50,0,2
569,Brazil,1990 FIFA World Cup,85',85,0,3
570,Argentina,1990 FIFA World Cup,87',87,0,2
571,West Germany,1990 FIFA World Cup,21',21,0,2
572,Netherlands,1990 FIFA World Cup,21',21,0,2
573,West Germany,1990 FIFA World Cup,22',22,0,3
574,Netherlands,1990 FIFA World Cup,22',22,0,3
575,Netherlands,1990 FIFA World Cup,32',32,0,2
576,Netherlands,1990 FIFA World Cup,72',72,0,2
577,West Germany,1990 FIFA World Cup,77',77,0,2
578,Republic of Ireland,1990 FIFA World Cup,17',17,0,2
579,Republic of Ireland,1990 FIFA World Cup,108',108,0,2
580,Romania,1990 FIFA World Cup,111',111,0,2
581,Romania,1990 FIFA World Cup,114',114,0,2
582,Uruguay,1990 FIFA World Cup,14',14,0,2
583,Uruguay,1990 FIFA World Cup,26',26,0,2
584,Uruguay,1990 FIFA World Cup,35',35,0,2
585,Italy,1990 FIFA World Cup,36',36,0,2
586,Uruguay,1990 FIFA World Cup,65',65,0,2
587,Yugoslavia,1990 FIFA World Cup,7',7,0,2
588,Yugoslavia,1990 FIFA World Cup,60',60,0,2
589,Spain,1990 FIFA World Cup,92',92,0,2
590,Yugoslavia,1990 FIFA World Cup,97',97,0,2
591,Spain,1990 FIFA World Cup,110',110,0,2
592,England,1990 FIFA World Cup,85',85,0,2
593,Argentina,1990 FIFA World Cup,21',21,0,2
594,Yugoslavia,1990 FIFA World Cup,24',24,0,2
595,Yugoslavia,1990 FIFA World Cup,31',31,0,1
596,Argentina,1990 FIFA World Cup,41',41,0,2
597,Argentina,1990 FIFA World Cup,61',61,0,2
598,Argentina,1990 FIFA World Cup,111',111,0,2
599,Italy,1990 FIFA World Cup,36',36,0,2
600,Republic of Ireland,1990 FIFA World Cup,43',43,0,2
601,Czechoslovakia,1990 FIFA World Cup,11',11,0,2
602,Czechoslovakia,1990 FIFA World Cup,14',14,0,2
603,West Germany,1990 FIFA World Cup,28',28,0,2
604,Czechoslovakia,1990 FIFA World Cup,38',38,0,2
605,Czechoslovakia,1990 FIFA World Cup,70',70,0,1
606,Czechoslovakia,1990 FIFA World Cup,88',88,0,2
607,Cameroon,1990 FIFA World Cup,28',28,0,2
608,England,1990 FIFA World Cup,70',70,0,2
609,Cameroon,1990 FIFA World Cup,104',104,0,2
610,Cameroon,1990 FIFA World Cup,120',120,0,2
611,Italy,1990 FIFA World Cup,22',22,0,2
612,Argentina,1990 FIFA World Cup,30',30,0,2
613,Argentina,1990 FIFA World Cup,71',71,0,2
614,Argentina,1990 FIFA World Cup,76',76,0,2
615,Argentina,1990 FIFA World Cup,82',82,0,2
616,Argentina,1990 FIFA World Cup,103',103,0,1
617,Argentina,1990 FIFA World Cup,118',118,0,2
618,England,1990 FIFA World Cup,66',66,0,2
619,England,1990 FIFA World Cup,99',99,0,2
620,West Germany,1990 FIFA World Cup,109',109,0,2
621,Argentina,1990 FIFA World Cup,5',5,0,2
622,West Germany,1990 FIFA World Cup,52',52,0,2
623,Argentina,1990 FIFA World Cup,65',65,0,3
624,Argentina,1990 FIFA World Cup,84',84,0,2
625,Argentina,1990 FIFA World Cup,87',87,0,2
626,Argentina,1990 FIFA World Cup,87',87,0,3
627,Germany,1994 FIFA World Cup,6',6,0,2
628,Bolivia,1994 FIFA World Cup,37',37,0,2
629,Bolivia,1994 FIFA World Cup,39',39,0,2
630,Germany,1994 FIFA World Cup,54',54,0,2
631,Bolivia,1994 FIFA World Cup,66',66,0,2
632,Bolivia,1994 FIFA World Cup,83',83,0,3
633,Bolivia,1994 FIFA World Cup,89',89,0,2
634,Spain,1994 FIFA World Cup,24',24,0,2
635,Spain,1994 FIFA World Cup,25',25,0,3
636,South Korea,1994 FIFA World Cup,37',37,0,2
637,South Korea,1994 FIFA World Cup,61',61,0,2
638,Spain,1994 FIFA World Cup,83',83,0,2
639,Switzerland,1994 FIFA World Cup,26',26,0,2
640,Switzerland,1994 FIFA World Cup,82',82,0,2
641,United States,1994 FIFA World Cup,89',89,0,2
642,Republic of Ireland,1994 FIFA World Cup,30',30,0,2
